timestamp,distance_cm,zone,feeding,event
2026-09-14T11:25:17.806798,231.7,0,False,
2026-09-14T11:25:18.323608,232.1,0,False,
2026-09-14T11:25:18.839052,231.3,0,False,
2026-09-14T11:25:19.355346,231.3,0,False,
2026-09-14T11:25:19.871664,231.3,0,False,
2026-09-14T11:25:20.388007,231.8,0,False,
2026-09-14T11:25:20.904330,231.7,0,False,
2026-09-14T11:25:21.420668,231.6,0,False,
2026-09-14T11:25:21.936826,231.2,0,False,
2026-09-14T11:25:22.453109,231.1,0,False,
2026-09-14T11:25:22.969365,231.6,0,False,
2026-09-14T11:25:23.485916,231.8,0,False,
2026-09-14T11:25:24.002197,231.3,0,False,
2026-09-14T11:25:24.518525,231.3,0,False,
2026-09-14T11:25:25.034538,231.3,0,False,
2026-09-14T11:25:25.551073,231.2,0,False,
2026-09-14T11:25:26.067384,231.7,0,False,
2026-09-14T11:25:26.583533,231.2,0,False,
2026-09-14T11:25:27.099880,231.2,0,False,
2026-09-14T11:25:27.616187,231.3,0,False,
2026-09-14T11:25:28.132685,231.3,0,False,
2026-09-14T11:25:28.648868,231.7,0,False,
2026-09-14T11:25:29.165196,231.2,0,False,
2026-09-14T11:25:29.681364,231.3,0,False,
2026-09-14T11:25:30.197825,231.2,0,False,
2026-09-14T11:25:30.713749,231.2,0,False,
2026-09-14T11:25:31.230470,231.7,0,False,
2026-09-14T11:25:31.747660,231.4,0,False,
2026-09-14T11:25:32.262963,231.1,0,False,
2026-09-14T11:25:32.778951,231.2,0,False,
2026-09-14T11:25:33.295357,231.2,0,False,
2026-09-14T11:25:33.811744,231.8,0,False,
2026-09-14T11:25:34.328385,231.7,0,False,
2026-09-14T11:25:34.844569,231.3,0,False,
2026-09-14T11:25:35.360528,231.2,0,False,
2026-09-14T11:25:35.877280,231.3,0,False,
2026-09-14T11:25:36.392814,231.6,0,False,
2026-09-14T11:25:36.909175,231.6,0,False,
2026-09-14T11:25:37.425479,231.2,0,False,
2026-09-14T11:25:37.941683,231.2,0,False,
2026-09-14T11:25:38.457948,231.3,0,False,
2026-09-14T11:25:38.974249,231.8,0,False,
2026-09-14T11:25:39.490728,232.2,0,False,
2026-09-14T11:25:40.007083,231.3,0,False,
2026-09-14T11:25:40.523425,231.7,0,False,
2026-09-14T11:25:41.039719,231.3,0,False,
2026-09-14T11:25:41.556004,231.5,0,False,
2026-09-14T11:25:42.072456,231.8,0,False,
2026-09-14T11:25:42.588510,231.3,0,False,
2026-09-14T11:25:43.105352,231.4,0,False,
2026-09-14T11:25:43.621377,231.2,0,False,
2026-09-14T11:25:44.137859,231.3,0,False,
2026-09-14T11:25:44.654380,231.7,0,False,
2026-09-14T11:25:45.170669,231.4,0,False,
2026-09-14T11:25:45.686943,231.4,0,False,
2026-09-14T11:25:46.203146,231.3,0,False,
2026-09-14T11:25:46.719447,231.3,0,False,
2026-09-14T11:25:47.236002,231.8,0,False,
2026-09-14T11:25:47.752527,231.8,0,False,
2026-09-14T11:25:48.269018,231.4,0,False,
2026-09-14T11:25:48.785482,231.3,0,False,
2026-09-14T11:25:49.301406,231.3,0,False,
2026-09-14T11:25:49.817873,231.8,0,False,
2026-09-14T11:25:50.334266,231.7,0,False,
2026-09-14T11:25:50.850564,231.2,0,False,
2026-09-14T11:25:51.366622,231.2,0,False,
2026-09-14T11:25:51.883923,231.3,0,False,
2026-09-14T11:25:52.399689,231.8,0,False,
2026-09-14T11:25:52.915966,231.8,0,False,
2026-09-14T11:25:53.432244,231.3,0,False,
2026-09-14T11:25:53.948776,231.2,0,False,
2026-09-14T11:25:54.464915,231.2,0,False,
2026-09-14T11:25:54.981026,231.4,0,False,
2026-09-14T11:25:55.497341,231.8,0,False,
2026-09-14T11:25:56.013692,231.3,0,False,
2026-09-14T11:25:56.529996,231.3,0,False,
2026-09-14T11:25:57.046280,231.3,0,False,
2026-09-14T11:25:57.562583,231.3,0,False,
2026-09-14T11:25:58.078723,231.7,0,False,
2026-09-14T11:25:58.595140,231.2,0,False,
2026-09-14T11:25:59.111378,231.2,0,False,
2026-09-14T11:25:59.627497,231.3,0,False,
2026-09-14T11:26:00.144399,231.3,0,False,
2026-09-14T11:26:00.660266,231.8,0,False,
2026-09-14T11:26:01.176665,231.9,0,False,
2026-09-14T11:26:01.692923,231.2,0,False,
2026-09-14T11:26:02.209308,231.2,0,False,
2026-09-14T11:26:02.725648,231.2,0,False,
2026-09-14T11:26:03.241942,231.7,0,False,
2026-09-14T11:26:03.758291,231.7,0,False,
2026-09-14T11:26:04.274600,231.3,0,False,
2026-09-14T11:26:04.790819,231.3,0,False,
2026-09-14T11:26:05.307077,231.3,0,False,
2026-09-14T11:26:05.823409,231.8,0,False,
2026-09-14T11:26:06.339757,231.7,0,False,
2026-09-14T11:26:06.856086,231.2,0,False,
2026-09-14T11:26:07.372196,231.2,0,False,
2026-09-14T11:26:07.888774,231.3,0,False,
2026-09-14T11:26:08.405326,231.5,0,False,
2026-09-14T11:26:08.921836,231.8,0,False,
2026-09-14T11:26:09.438137,231.4,0,False,
2026-09-14T11:26:09.954385,231.2,0,False,
